Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8827383805257523,0.5,0.9725294327506243,0.9914529914529915,0.21284403669724772,0.38283828382838286,0.21284403669724772,0.27358490566037735
Emphysema,0.8470310961215387,0.5,0.9777470567249376,0.9966240875912409,0.15674603174603174,0.5163398692810458,0.15674603174603174,0.2404870624048706
Effusion,0.8544955876986926,0.5,0.8910542276132715,0.972766774454325,0.2765957446808511,0.574585635359116,0.2765957446808511,0.3734290843806104
Hernia,0.8943866943866944,0.5,0.9984391723153764,0.9998659816841635,0.1794871794871795,0.7,0.1794871794871795,0.2857142857142857
Infiltration,0.6843693296423033,0.5,0.8202818408847663,0.9863890244563743,0.051217675119256845,0.44835164835164837,0.051217675119256845,0.09193330328977016
Mass,0.8055529996816586,0.5,0.9480021405636818,0.9903728749882597,0.1495575221238938,0.45187165775401067,0.1495575221238938,0.2247340425531915
Nodule,0.686522899888048,0.5,0.9431858722797003,0.9979674796747967,0.02917981072555205,0.4625,0.02917981072555205,0.05489614243323442
Atelectasis,0.7620522696533847,0.5,0.8995272921869426,0.9973731165741475,0.021352313167259787,0.4752475247524752,0.021352313167259787,0.04086845466155811
Pneumothorax,0.8468342352958967,0.5,0.9536211202283268,0.9935507991401066,0.12085769980506822,0.4732824427480916,0.12085769980506822,0.19254658385093168
Pleural_Thickening,0.7381211604568301,0.5,0.9707010346057795,0.9998162524691074,0.0030534351145038168,0.3333333333333333,0.0030534351145038168,0.006051437216338881
Pneumonia,0.6545040522574717,0.5,0.985417409917945,0.9990052900483791,0.006514657980456026,0.08333333333333333,0.006514657980456026,0.012084592145015106
Fibrosis,0.7089778486738292,0.5,0.9851944345344275,0.9990048851094626,0.0189873417721519,0.21428571428571427,0.0189873417721519,0.03488372093023256
Edema,0.8637211784710989,0.5,0.9752943275062433,0.993400992126701,0.09312638580931264,0.22459893048128343,0.09312638580931264,0.13166144200626959
Consolidation,0.7823988704432144,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
